tweet_id,favorite_count,retweet_count,source
796904159865868288,0,10411,Twitter for iPhone
796865951799083009,8564,2198,Twitter for iPhone
796759840936919040,13256,3562,Twitter for iPhone
796563435802726400,0,8536,Twitter for iPhone
796484825502875648,8472,2042,Twitter for iPhone
796387464403357696,12334,4861,Twitter for iPhone
796177847564038144,0,16628,Twitter for iPhone
796149749086875649,36177,16628,Twitter for iPhone
796125600683540480,5511,2079,Twitter for iPhone
796116448414461957,10139,2813,Twitter for iPhone
796080075804475393,9469,2703,Twitter for iPhone
796031486298386433,12071,4284,Twitter for iPhone
795464331001561088,55683,27728,Twitter for iPhone
795400264262053889,11270,3323,Twitter for iPhone
795076730285391872,18139,6288,Twitter for iPhone
794983741416415232,0,3942,Twitter for iPhone
794926597468000259,11492,2697,Twitter for iPhone
794355576146903043,0,12014,Twitter for iPhone
794332329137291264,10686,3088,Twitter for iPhone
794205286408003585,10314,3895,Twitter for iPhone
793962221541933056,18910,5711,Twitter for iPhone
793845145112371200,10295,2187,Twitter for iPhone
793614319594401792,0,3661,Twitter for iPhone
793601777308463104,8926,1908,Twitter for iPhone
793500921481273345,11953,2786,Twitter for iPhone
793286476301799424,27597,10723,Twitter for iPhone
793271401113350145,9677,2763,Twitter for iPhone
793256262322548741,22350,9714,Twitter for iPhone
793241302385262592,11780,3812,Twitter for iPhone
793226087023144960,11001,3338,Twitter for iPhone
793210959003287553,9997,3301,Twitter for iPhone
793195938047070209,17063,6547,Twitter for iPhone
793180763617361921,7740,2310,Twitter for iPhone
793165685325201412,10478,3238,Twitter for iPhone
793150605191548928,6909,1984,Twitter for iPhone
793135492858580992,7214,2893,Twitter for iPhone
793120401413079041,14202,4551,Twitter for iPhone
792913359805018113,16063,4715,Twitter for iPhone
792883833364439040,12666,4964,Twitter for iPhone
792773781206999040,8209,1963,Twitter for iPhone
792394556390137856,15128,4998,Twitter for iPhone
792050063153438720,8029,2088,Twitter for iPhone
791821351946420224,0,24514,Twitter for iPhone
791784077045166082,0,11271,Twitter for iPhone
791780927877898241,0,4432,Twitter for iPhone
791774931465953280,37818,21156,Vine - Make a Scene
791672322847637504,13129,3661,Twitter for iPhone
791406955684368384,14670,4797,Twitter for iPhone
791312159183634433,9841,2963,Twitter for iPhone
791026214425268224,0,4858,Twitter for iPhone
790987426131050500,11089,2483,Twitter for iPhone
790946055508652032,18601,5496,Twitter for iPhone
790723298204217344,0,2704,Twitter for iPhone
790698755171364864,9158,2203,Twitter for iPhone
790581949425475584,22473,8183,Twitter for iPhone
790337589677002753,8740,2167,Twitter for iPhone
790277117346975746,14081,3732,Twitter for iPhone
790227638568808452,0,4190,Twitter for iPhone
789986466051088384,10369,2704,Twitter for iPhone
789960241177853952,0,4839,Twitter for iPhone
789903600034189313,11673,4858,Vine - Make a Scene
789628658055020548,8448,2080,Twitter for iPhone
789599242079838210,7620,2279,Twitter for iPhone
789530877013393408,13188,3942,Twitter for iPhone
789314372632018944,9615,2666,Twitter for iPhone
789280767834746880,0,5747,Twitter for iPhone
789268448748703744,10196,3014,Twitter for iPhone
789137962068021249,10875,3244,Twitter for iPhone
788908386943430656,30653,14409,Twitter for iPhone
788765914992902144,30658,12014,Twitter for iPhone
788552643979468800,0,8407,Twitter for iPhone
788412144018661376,16060,5990,Twitter for iPhone
788178268662984705,8100,2488,Twitter for iPhone
788150585577050112,6865,1510,Twitter for iPhone
788070120937619456,0,3952,Twitter for iPhone
788039637453406209,6867,1535,Twitter for iPhone
787810552592695296,9717,3540,Twitter for iPhone
787717603741622272,11416,3240,Twitter for iPhone
787397959788929025,12120,3300,Twitter for iPhone
787322443945877504,8726,2032,Twitter for iPhone
787111942498508800,0,7798,Twitter for iPhone
786963064373534720,29725,9327,Twitter for iPhone
786729988674449408,0,2827,Twitter for iPhone
786709082849828864,20296,7069,Twitter for iPhone
786664955043049472,11957,2996,Twitter for iPhone
786595970293370880,10497,3601,Twitter for iPhone
786363235746385920,12189,4072,Twitter for iPhone
786286427768250368,8930,3352,Vine - Make a Scene
786233965241827333,17178,5571,Twitter for iPhone
786051337297522688,1614,179,Twitter for iPhone
786036967502913536,0,8237,Twitter for iPhone
785927819176054784,12696,3652,Twitter for iPhone
785872687017132033,7489,2130,Twitter for iPhone
785639753186217984,8735,2561,Twitter for iPhone
785533386513321988,10183,2334,Twitter for iPhone
785515384317313025,6800,1477,Twitter for iPhone
785264754247995392,8128,1911,Twitter for iPhone
785170936622350336,13491,5639,Twitter for iPhone
784826020293709826,11310,3712,Twitter for iPhone
784517518371221505,10039,2970,Twitter for iPhone
784431430411685888,6329,1491,Twitter for iPhone
784183165795655680,22513,9374,Vine - Make a Scene
784057939640352768,33505,12953,Vine - Make a Scene
783839966405230592,33689,12643,Twitter for iPhone
783821107061198850,8209,2269,Twitter for iPhone
783695101801398276,11650,3737,Twitter for iPhone
783466772167098368,9468,2608,Twitter for iPhone
783391753726550016,18908,6441,Twitter for iPhone
783347506784731136,0,6533,Twitter for iPhone
783334639985389568,32651,13616,Twitter for iPhone
783085703974514689,9112,2565,Twitter for iPhone
782969140009107456,26949,8521,Twitter for iPhone
782747134529531904,8310,1604,Twitter for iPhone
782722598790725632,19250,6238,Twitter for iPhone
782598640137187329,8694,2184,Twitter for iPhone
782305867769217024,18630,6470,Twitter for iPhone
782021823840026624,0,7236,Twitter for iPhone
781955203444699136,12357,3920,Twitter for iPhone
781661882474196992,11634,3129,Twitter for iPhone
781655249211752448,4466,1314,Vine - Make a Scene
781524693396357120,23163,6426,Twitter for iPhone
781308096455073793,7973,2961,Vine - Make a Scene
781251288990355457,9428,2458,Twitter for iPhone
781163403222056960,10895,3168,Twitter for iPhone
780931614150983680,24192,8536,Twitter for iPhone
780858289093574656,8033,2328,Twitter for iPhone
780800785462489090,6141,1505,Twitter for iPhone
780601303617732608,13525,3839,Twitter for iPhone
780543529827336192,7040,2032,Twitter for iPhone
780496263422808064,0,4319,Twitter for iPhone
780476555013349377,0,136,Twitter for iPhone
780459368902959104,5892,1224,Twitter for iPhone
780192070812196864,9712,2589,Twitter for iPhone
780092040432480260,0,2655,Twitter for iPhone
780074436359819264,13723,5815,Vine - Make a Scene
779834332596887552,21252,8237,Twitter for iPhone
779377524342161408,9831,3613,Twitter for iPhone
779124354206535695,0,21324,Twitter for iPhone
779123168116150273,13206,4207,Twitter for iPhone
779056095788752897,16500,5247,Twitter for iPhone
778990705243029504,22342,8437,Twitter for iPhone
778774459159379968,0,11550,Twitter for iPhone
778764940568104960,955,426,Twitter for iPhone
778748913645780993,7717,1562,Twitter for iPhone
778650543019483137,6430,1729,Twitter for iPhone
778624900596654080,5177,1176,Twitter for iPhone
778408200802557953,15135,5023,Twitter for iPhone
778396591732486144,0,14198,Twitter for iPhone
778383385161035776,6515,1271,Twitter for iPhone
778286810187399168,11576,3836,Twitter for iPhone
778039087836069888,9417,3065,Twitter for iPhone
778027034220126208,7320,1885,Twitter for iPhone
777953400541634568,0,4080,Twitter for iPhone
777885040357281792,7078,1893,Twitter for iPhone
777684233540206592,12518,3403,Twitter for iPhone
777641927919427584,0,4947,Twitter for iPhone
777621514455814149,9742,2910,Twitter for iPhone
777189768882946048,15921,4999,Twitter for iPhone
776819012571455488,0,15839,Twitter for iPhone
776813020089548800,5444,1405,Twitter for iPhone
776477788987613185,9858,3249,Twitter for iPhone
776249906839351296,0,10673,Twitter for iPhone
776218204058357768,33345,18497,Twitter for iPhone
776201521193218049,10681,2919,Twitter for iPhone
776113305656188928,13102,5068,Twitter for iPhone
776088319444877312,2045,179,Twitter for iPhone
775898661951791106,0,17621,Twitter for iPhone
775842724423557120,13022,3116,Twitter for iPhone
775733305207554048,15413,4627,Twitter for iPhone
775729183532220416,14361,5302,Twitter for iPhone
775364825476165632,8295,3472,Twitter for iPhone
775350846108426240,11309,4532,Vine - Make a Scene
775096608509886464,0,9220,Twitter for iPhone
775085132600442880,17281,5488,Twitter for iPhone
774757898236878852,9462,2035,Twitter for iPhone
774639387460112384,7508,2013,Twitter for iPhone
774314403806253056,24167,6478,Twitter for iPhone
773985732834758656,11925,4492,Twitter for iPhone
773922284943896577,7110,1999,Twitter for iPhone
773704687002451968,7317,1891,Twitter for iPhone
773670353721753600,5935,1501,Twitter for iPhone
773547596996571136,24553,7126,Twitter for iPhone
773336787167145985,0,5912,Twitter for iPhone
773308824254029826,25846,8640,Twitter for iPhone
773247561583001600,10414,3699,Twitter for iPhone
773191612633579521,11117,4736,Twitter for iPhone
772877495989305348,9555,4501,Twitter Web Client
772826264096874500,8842,2669,Twitter for iPhone
772615324260794368,0,3914,Twitter for iPhone
772581559778025472,7192,1968,Twitter for iPhone
772193107915964416,6665,1612,Twitter for iPhone
772152991789019136,4181,1300,Twitter for iPhone
772117678702071809,4165,848,Twitter for iPhone
772114945936949249,3005,546,Twitter for iPhone
772102971039580160,4448,1065,Twitter for iPhone
771908950375665664,7298,2181,Twitter for iPhone
771770456517009408,13356,3924,Twitter for iPhone
771500966810099713,9167,3018,Twitter for iPhone
771380798096281600,11746,5912,Twitter for iPhone
771171053431250945,0,8705,Twitter for iPhone
771136648247640064,10223,3357,Twitter for iPhone
771102124360998913,6898,1663,Twitter for iPhone
771014301343748096,7032,1782,Twitter for iPhone
770787852854652928,5498,1415,Twitter for iPhone
770772759874076672,5749,1626,Twitter for iPhone
770743923962707968,0,52360,Twitter for iPhone
770655142660169732,8130,2013,Twitter for iPhone
770414278348247044,6987,2390,Twitter for iPhone
770293558247038976,6923,1718,Twitter for iPhone
770093767776997377,0,3520,Twitter for iPhone
770069151037685760,8385,2651,Twitter for iPhone
769940425801170949,34948,11131,Twitter for iPhone
769695466921623552,7101,1926,Twitter for iPhone
769335591808995329,0,8830,Twitter for iPhone
769212283578875904,5980,1969,Twitter for iPhone
768970937022709760,16017,7574,Twitter Web Client
768909767477751808,0,3129,Twitter for iPhone
768855141948723200,4660,1034,Twitter for iPhone
768609597686943744,4580,1382,Twitter for iPhone
768596291618299904,5592,1473,Twitter for iPhone
768554158521745409,0,6719,Twitter for iPhone
768473857036525572,15110,3958,Twitter for iPhone
768193404517830656,12157,4080,Twitter for iPhone
767884188863397888,5309,1634,Twitter for iPhone
767754930266464257,17814,6221,Twitter for iPhone
767500508068192258,8295,2688,Twitter for iPhone
767191397493538821,13643,4406,Twitter for iPhone
767122157629476866,11227,3261,Twitter for iPhone
766864461642756096,0,6521,Twitter for iPhone
766793450729734144,5650,1565,Twitter for iPhone
766714921925144576,2872,438,Twitter for iPhone
766693177336135680,4484,918,Twitter for iPhone
766423258543644672,6671,1825,Twitter for iPhone
766313316352462849,7493,2166,Twitter for iPhone
766078092750233600,0,2970,Twitter for iPhone
766069199026450432,4765,1003,Twitter for iPhone
766008592277377025,4149,571,Twitter for iPhone
765719909049503744,8021,2475,Twitter for iPhone
765669560888528897,5760,1407,Twitter for iPhone
765395769549590528,20539,3127,Twitter for iPhone
765371061932261376,7842,2475,Twitter for iPhone
765222098633691136,12902,3914,Twitter for iPhone
764857477905154048,7099,2029,Twitter for iPhone
764259802650378240,6718,1745,Twitter for iPhone
763956972077010945,812,61,Twitter for iPhone
763837565564780549,14041,4858,Twitter for iPhone
763183847194451968,6004,1702,Twitter for iPhone
763167063695355904,0,3484,Twitter for iPhone
763103485927849985,8163,2602,Twitter for iPhone
762699858130116608,13518,4190,Twitter for iPhone
762471784394268675,12571,7612,Twitter for iPhone
762464539388485633,11503,4839,Twitter for iPhone
762316489655476224,5350,1298,Twitter for iPhone
762035686371364864,35400,17919,Twitter for iPhone
761976711479193600,5992,2310,Twitter for iPhone
761750502866649088,0,4535,Twitter for iPhone
761745352076779520,4707,979,Twitter for iPhone
761672994376806400,55016,33421,Twitter for iPhone
761599872357261312,4578,1336,Twitter for iPhone
761371037149827077,0,20500,Twitter for iPhone
761334018830917632,5792,1669,Twitter for iPhone
761292947749015552,4957,1265,Twitter for iPhone
761227390836215808,5908,1775,Twitter for iPhone
761004547850530816,12482,3952,Twitter for iPhone
760893934457552897,4228,1104,Twitter for iPhone
760656994973933572,7343,2210,Twitter for iPhone
760641137271070720,5485,1481,Twitter for iPhone
760539183865880579,8399,4168,Twitter for iPhone
760521673607086080,4681,1608,Vine - Make a Scene
760290219849637889,29618,13140,Twitter Web Client
760252756032651264,4338,995,Twitter for iPhone
760190180481531904,6334,2079,Twitter for iPhone
760153949710192640,0,38,Twitter for iPhone
759943073749200896,6581,2382,Vine - Make a Scene
759923798737051648,16284,6521,Twitter for iPhone
759846353224826880,7433,2265,Twitter for iPhone
759793422261743616,6620,2173,Twitter for iPhone
759566828574212096,0,24319,Twitter for iPhone
759557299618865152,5202,1341,Twitter for iPhone
759447681597108224,9418,2827,Twitter for iPhone
759446261539934208,1846,561,Twitter for iPhone
759197388317847553,6725,2221,Twitter for iPhone
759159934323924993,0,1359,Twitter for iPhone
759099523532779520,16101,4813,Twitter for iPhone
759047813560868866,7227,2302,Twitter for iPhone
758854675097526272,3904,1027,Twitter for iPhone
758828659922702336,12376,4376,Twitter for iPhone
758740312047005698,6339,1824,Twitter for iPhone
758474966123810816,4227,1132,Twitter for iPhone
758467244762497024,5316,2539,Twitter for iPhone
758405701903519748,5756,2204,Twitter for iPhone
758355060040593408,3797,1245,Twitter for iPhone
758099635764359168,21302,11550,Vine - Make a Scene
758041019896193024,3001,433,Twitter for iPhone
757741869644341248,7613,3710,Twitter for iPhone
757729163776290825,0,9299,Twitter for iPhone
757725642876129280,5022,1391,Twitter for iPhone
757611664640446465,5026,1272,Twitter for iPhone
757597904299253760,0,336,Twitter for iPhone
757596066325864448,4808,1219,Twitter for iPhone
757400162377592832,16743,7759,Twitter for iPhone
757393109802180609,6462,2009,Twitter for iPhone
757354760399941633,4995,1637,Twitter for iPhone
756998049151549440,6923,2271,Twitter for iPhone
756939218950160384,7342,2295,Twitter for iPhone
756651752796094464,5612,1511,Twitter for iPhone
756526248105566208,11506,4169,Twitter for iPhone
756303284449767430,4359,1231,Twitter for iPhone
756288534030475264,28519,15071,Twitter for iPhone
756275833623502848,7114,1738,Twitter for iPhone
755955933503782912,8092,3285,Twitter for iPhone
755206590534418437,18212,6148,Twitter for iPhone
755110668769038337,23446,12621,Twitter for iPhone
754874841593970688,0,9193,Twitter for iPhone
754856583969079297,7616,2870,Twitter for iPhone
754747087846248448,2854,591,Twitter for iPhone
754482103782404096,5852,2220,Twitter for iPhone
754449512966619136,4147,846,Twitter for iPhone
754120377874386944,8655,2670,Twitter for iPhone
754011816964026368,9726,4079,Twitter for iPhone
753655901052166144,6458,2492,Twitter for iPhone
753420520834629632,8731,4071,Twitter for iPhone
753398408988139520,6384,2186,Twitter for iPhone
753375668877008896,8411,2655,Twitter for iPhone
753298634498793472,0,6620,Twitter for iPhone
753294487569522689,3758,1191,Twitter for iPhone
753039830821511168,41080,24013,Vine - Make a Scene
753026973505581056,4283,1109,Twitter for iPhone
752932432744185856,13970,7798,Vine - Make a Scene
752917284578922496,7592,1790,Twitter for iPhone
752701944171524096,0,3291,Twitter for iPhone
752682090207055872,6642,1846,Twitter for iPhone
752660715232722944,4878,1794,Twitter for iPhone
752568224206688256,6140,2605,Vine - Make a Scene
752519690950500352,8157,3917,Twitter for iPhone
752334515931054080,4238,1263,Twitter for iPhone
752309394570878976,0,18963,Twitter for iPhone
752173152931807232,6569,2106,Twitter for iPhone
751950017322246144,3415,1060,Vine - Make a Scene
751937170840121344,5770,1530,Twitter for iPhone
751830394383790080,6428,2227,Twitter for iPhone
751793661361422336,6479,3320,Vine - Make a Scene
751598357617971201,8699,3440,Twitter for iPhone
751583847268179968,4849,1265,Twitter for iPhone
751538714308972544,5547,1445,Twitter for iPhone
751456908746354688,3516,1127,Twitter for iPhone
751251247299190784,13791,6695,Twitter for iPhone
751205363882532864,6948,2086,Twitter for iPhone
751132876104687617,5610,1480,Twitter for iPhone
750868782890057730,5306,1595,Twitter for iPhone
750719632563142656,14621,5747,Twitter for iPhone
750506206503038976,4934,1316,Twitter for iPhone
750429297815552001,14569,4947,Twitter for iPhone
750383411068534784,5005,1309,Twitter for iPhone
750381685133418496,758,39,Twitter for iPhone
750147208377409536,3409,1095,Twitter for iPhone
750132105863102464,3990,1440,Twitter for iPhone
750117059602808832,4740,1466,Twitter for iPhone
750101899009982464,3344,959,Twitter for iPhone
750086836815486976,2383,613,TweetDeck
750071704093859840,8653,3802,Twitter for iPhone
750056684286914561,3444,1011,TweetDeck
750041628174217216,3502,703,TweetDeck
750026558547456000,2986,888,TweetDeck
750011400160841729,3568,1035,TweetDeck
749996283729883136,3331,919,TweetDeck
749981277374128128,5569,2772,TweetDeck
749774190421639168,5114,1493,Twitter for iPhone
749417653287129088,6721,1904,Twitter for iPhone
749403093750648834,2892,622,Twitter for iPhone
749395845976588288,9488,3951,Twitter for iPhone
749317047558017024,6076,2509,Twitter for iPhone
749075273010798592,6353,2360,Vine - Make a Scene
749064354620928000,5277,1714,Twitter for iPhone
749036806121881602,3425,896,Twitter for iPhone
748977405889503236,11235,3759,Twitter for iPhone
748932637671223296,6461,2564,Twitter for iPhone
748705597323898880,3047,1067,Twitter Web Client
748699167502000129,5213,1814,Twitter for iPhone
748692773788876800,4659,1504,Twitter for iPhone
748575535303884801,6696,2272,Twitter for iPhone
748568946752774144,2411,776,Twitter for iPhone
748346686624440324,5735,1413,Twitter for iPhone
748337862848962560,8462,4701,Vine - Make a Scene
748324050481647620,4078,867,Twitter for iPhone
748307329658011649,4027,810,Twitter for iPhone
748220828303695873,15549,8825,Vine - Make a Scene
747963614829678593,6397,2444,Twitter for iPhone
747933425676525569,7310,2894,Twitter for iPhone
747885874273214464,3243,1116,Twitter for iPhone
747844099428986880,3084,851,Twitter for iPhone
747816857231626240,5346,1316,Twitter for iPhone
747651430853525504,1520,179,Twitter for iPhone
747648653817413632,14182,6614,Vine - Make a Scene
747600769478692864,2545,619,Twitter for iPhone
747594051852075008,4065,1205,Twitter for iPhone
747512671126323200,6110,1803,Twitter for iPhone
747461612269887489,4249,1169,Twitter for iPhone
747439450712596480,5965,2184,Vine - Make a Scene
747242308580548608,0,3257,Twitter for iPhone
747219827526344708,5792,1791,Twitter for iPhone
747204161125646336,3722,1038,Twitter for iPhone
747103485104099331,10534,4548,Twitter for iPhone
746906459439529985,3168,336,Twitter for iPhone
746872823977771008,6593,2429,Twitter for iPhone
746818907684614144,5807,1944,Twitter for iPhone
746790600704425984,5345,1806,Twitter for iPhone
746757706116112384,10520,4432,Vine - Make a Scene
746726898085036033,6648,2037,Twitter for iPhone
746542875601690625,5520,2104,Vine - Make a Scene
746521445350707200,0,1110,Twitter for iPhone
746507379341139972,5094,1226,Twitter for iPhone
746369468511756288,6637,1854,Twitter for iPhone
746131877086527488,7565,2511,Twitter for iPhone
746056683365994496,3904,931,Twitter for iPhone
745789745784041472,4437,1207,Twitter for iPhone
745712589599014916,7652,2636,Twitter for iPhone
745433870967832576,7824,2894,Twitter for iPhone
745422732645535745,9412,2768,Twitter for iPhone
745314880350101504,7863,3131,Twitter for iPhone
745074613265149952,8605,3976,Vine - Make a Scene
745057283344719872,7945,2585,Twitter for iPhone
744995568523612160,3277,716,Twitter for iPhone
744971049620602880,8652,3042,Twitter for iPhone
744709971296780288,6150,1771,Twitter for iPhone
744334592493166593,7443,2412,Twitter for iPhone
744234799360020481,131075,79515,Twitter for iPhone
744223424764059648,1868,424,Twitter for iPhone
743980027717509120,4551,1231,Twitter for iPhone
743895849529389061,3999,1087,Twitter for iPhone
743835915802583040,0,2387,Twitter for iPhone
743609206067040256,4917,1560,Twitter for iPhone
743595368194129920,20275,7445,Twitter for iPhone
743545585370791937,3863,1066,Twitter for iPhone
743510151680958465,8671,4185,Twitter Web Client
743253157753532416,4624,1366,Twitter for iPhone
743222593470234624,6792,2164,Twitter for iPhone
743210557239623680,4215,1560,Twitter for iPhone
742534281772302336,7744,4011,Vine - Make a Scene
742528092657332225,4878,2245,Twitter for iPhone
742465774154047488,7916,4382,Twitter for iPhone
742423170473463808,10812,4319,Twitter for iPhone
742385895052087300,7457,2266,Twitter for iPhone
742161199639494656,4743,1547,Twitter for iPhone
742150209887731712,5661,1783,Twitter for iPhone
741793263812808706,4982,1698,Twitter for iPhone
741743634094141440,8945,3144,Twitter for iPhone
741438259667034112,4026,937,Twitter for iPhone
741303864243200000,9631,3650,Twitter for iPhone
741099773336379392,10997,6247,Vine - Make a Scene
741067306818797568,10342,3520,Twitter for iPhone
740995100998766593,7018,3154,Twitter for iPhone
740711788199743490,3736,1062,Twitter for iPhone
740699697422163968,3101,888,Twitter for iPhone
740676976021798912,19881,7724,Twitter for iPhone
740373189193256964,20648,9220,Twitter for iPhone
740365076218183684,2727,495,Twitter for iPhone
740359016048689152,3610,967,Twitter for iPhone
740214038584557568,7335,2220,Twitter for iPhone
739979191639244800,21898,6719,Twitter for iPhone
739932936087216128,4443,1217,Twitter for iPhone
739844404073074688,4138,966,Twitter for iPhone
739623569819336705,4185,1547,Vine - Make a Scene
739606147276148736,5897,1876,Twitter for iPhone
739544079319588864,43694,24319,Twitter for iPhone
739485634323156992,7887,3309,Twitter for iPhone
739238157791694849,75163,52360,Twitter for iPhone
738891149612572673,115,6,Twitter for iPhone
738885046782832640,4127,1283,Twitter for iPhone
738883359779196928,3661,917,Twitter for iPhone
738537504001953792,5575,1759,Twitter for iPhone
738402415918125056,3599,955,Twitter for iPhone
738184450748633089,4727,1360,Twitter for iPhone
738166403467907072,9635,3828,Twitter for iPhone
738156290900254721,2768,748,Twitter for iPhone
737826014890496000,5757,2006,Twitter for iPhone
737800304142471168,10943,3904,Twitter for iPhone
737678689543020544,5528,1509,Twitter for iPhone
737445876994609152,11302,5048,Twitter for iPhone
737322739594330112,3953,907,Twitter for iPhone
737310737551491075,16040,8329,Twitter for iPhone
736736130620620800,4736,1972,Twitter for iPhone
736392552031657984,19450,8407,Vine - Make a Scene
736365877722001409,4367,1408,Twitter for iPhone
736225175608430592,8901,3115,Twitter for iPhone
736010884653420544,8652,3355,Twitter for iPhone
735991953473572864,3934,1283,Twitter for iPhone
735648611367784448,4397,1237,Twitter for iPhone
735635087207878657,6776,2659,Twitter for iPhone
735274964362878976,9629,4707,Twitter for iPhone
735256018284875776,3675,993,Twitter for iPhone
735137028879360001,3428,1092,Twitter for iPhone
734912297295085568,2993,572,Twitter for iPhone
734787690684657664,13745,7102,Twitter for iPhone
734776360183431168,2742,608,Twitter for iPhone
734559631394082816,1646,451,Vine - Make a Scene
733828123016450049,3926,881,Twitter for iPhone
733822306246479872,4015,1141,Twitter for iPhone
733482008106668032,3438,1065,Twitter for iPhone
733460102733135873,4605,1451,Twitter for iPhone
733109485275860992,44619,17621,Twitter for iPhone
732732193018155009,2671,599,Twitter for iPhone
732726085725589504,3855,1003,Twitter for iPhone
732585889486888962,4016,868,Twitter for iPhone
732375214819057664,8832,2838,Twitter for iPhone
732005617171337216,16324,6154,Twitter for iPhone
731285275100512256,3798,1090,Twitter for iPhone
731156023742988288,4196,1434,Twitter for iPhone
730924654643314689,6682,2234,Twitter for iPhone
730573383004487680,5407,2435,Twitter for iPhone
730427201120833536,3809,1176,Twitter for iPhone
730211855403241472,4180,1182,Twitter for iPhone
730196704625098752,5339,2172,Twitter for iPhone
729854734790754305,4396,1268,Twitter for iPhone
729838605770891264,1856,431,Twitter for iPhone
729823566028484608,4358,1390,Twitter for iPhone
729463711119904772,6340,2586,Twitter for iPhone
729113531270991872,2054,370,Twitter for iPhone
728986383096946689,3460,917,Twitter for iPhone
728760639972315136,5090,1911,Twitter for iPhone
728751179681943552,3032,757,Twitter for iPhone
728653952833728512,3620,1169,Twitter for iPhone
728409960103686147,5383,2269,Twitter for iPhone
728387165835677696,3999,1075,Twitter for iPhone
728046963732717569,4722,1328,Twitter for iPhone
728035342121635841,4953,1872,Twitter for iPhone
728015554473250816,4479,1219,Twitter for iPhone
727685679342333952,3206,720,Twitter for iPhone
727644517743104000,6431,1962,Twitter for iPhone
727524757080539137,4900,1379,Twitter for iPhone
727314416056803329,3623,834,Twitter for iPhone
727286334147182592,3324,920,Twitter for iPhone
727175381690781696,4209,1540,Twitter for iPhone
727155742655025152,3983,1490,Vine - Make a Scene
726935089318363137,7496,2738,Twitter for iPhone
726887082820554753,4195,1677,Twitter for iPhone
726828223124897792,3882,1124,Twitter for iPhone
726224900189511680,4811,1302,Twitter for iPhone
725842289046749185,7691,2970,Twitter for iPhone
725786712245440512,4537,1527,Twitter for iPhone
725729321944506368,5646,2009,Twitter for iPhone
725458796924002305,1541,703,Twitter for iPhone
724983749226668032,4040,1462,Twitter for iPhone
724771698126512129,2593,725,Twitter for iPhone
724405726123311104,5800,1847,Twitter for iPhone
724049859469295616,4738,1984,Twitter for iPhone
724046343203856385,2901,620,Twitter for iPhone
724004602748780546,4561,1790,Twitter for iPhone
723912936180330496,4236,1374,Twitter for iPhone
723688335806480385,8435,3347,Twitter for iPhone
723673163800948736,3291,1011,Twitter for iPhone
723179728551723008,5761,2110,Twitter for iPhone
722974582966214656,4493,1764,Twitter for iPhone
722613351520608256,5393,1831,Twitter for iPhone
721503162398597120,5086,2124,Twitter for iPhone
721001180231503872,2748,686,Twitter for iPhone
720785406564900865,3400,866,Twitter for iPhone
720775346191278080,2702,760,Twitter for iPhone
720415127506415616,4503,1681,Twitter for iPhone
720389942216527872,6974,2840,Twitter for iPhone
720340705894408192,3131,1098,Twitter for iPhone
720059472081784833,4229,1268,Twitter for iPhone
720043174954147842,5332,2253,Twitter for iPhone
719991154352222208,5281,1979,Twitter for iPhone
719704490224398336,4974,1645,Twitter for iPhone
719551379208073216,5515,2192,Twitter for iPhone
719367763014393856,3022,827,Twitter for iPhone
719339463458033665,4822,1403,Twitter for iPhone
719332531645071360,3711,1078,Twitter for iPhone
718971898235854848,3818,1231,Twitter for iPhone
718939241951195136,5720,1973,Twitter for iPhone
718631497683582976,20697,9126,Twitter for iPhone
718613305783398402,2669,542,Twitter for iPhone
718540630683709445,2730,1137,Twitter for iPhone
718460005985447936,2846,602,Twitter for iPhone
718454725339934721,5320,1685,Twitter for iPhone
718246886998687744,2115,565,Twitter for iPhone
718234618122661888,4217,1127,Twitter for iPhone
717841801130979328,2660,670,Twitter for iPhone
717790033953034240,3170,1272,Twitter for iPhone
717537687239008257,6281,2069,Twitter for iPhone
717428917016076293,1748,510,Vine - Make a Scene
717421804990701568,3446,945,Twitter for iPhone
717047459982213120,6826,2135,Twitter for iPhone
717009362452090881,3583,1102,Twitter for iPhone
716802964044845056,4627,1317,Twitter for iPhone
716791146589110272,5204,1474,Twitter for iPhone
716730379797970944,1339,475,Twitter for iPhone
716447146686459905,14327,6643,Vine - Make a Scene
716439118184652801,2574,247,Twitter for iPhone
716285507865542656,3041,1225,Twitter for iPhone
716080869887381504,5272,1935,Twitter for iPhone
715928423106027520,3485,987,Twitter for iPhone
715758151270801409,4085,1596,Vine - Make a Scene
715733265223708672,5093,1920,Twitter for iPhone
715704790270025728,3055,634,Vine - Make a Scene
715696743237730304,4257,1454,Twitter for iPhone
715680795826982913,4719,1813,Twitter for iPhone
715360349751484417,5955,1772,Twitter for iPhone
715342466308784130,3294,768,Twitter for iPhone
715220193576927233,2630,736,Twitter for iPhone
715200624753819648,5578,2110,Twitter for iPhone
715009755312439296,4550,1392,Twitter for iPhone
714982300363173890,4094,1166,Twitter for iPhone
714962719905021952,8028,4816,Vine - Make a Scene
714957620017307648,4503,1595,Twitter for iPhone
714631576617938945,3571,1122,Twitter for iPhone
714606013974974464,3938,1038,Twitter for iPhone
714485234495041536,2962,1313,Vine - Make a Scene
714258258790387713,3281,808,Twitter for iPhone
714251586676113411,3570,940,Twitter for iPhone
714214115368108032,2480,990,Twitter for iPhone
714141408463036416,4673,1569,Twitter for iPhone
